IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
45.78.16.153,8443,true,HKG,亚太,香港,143 ms,4765 kB/s
64.225.108.88,443,true,FRA,欧洲,德国法兰克福,151 ms,4758 kB/s
64.227.73.131,443,true,AMS,欧洲,荷兰阿姆斯特丹,150 ms,4754 kB/s
132.226.21.116,6056,true,ICN,亚太,韩国首尔,146 ms,4751 kB/s
165.232.89.21,443,true,AMS,欧洲,荷兰阿姆斯特丹,152 ms,4711 kB/s
209.38.101.169,443,true,AMS,欧洲,荷兰阿姆斯特丹,151 ms,4694 kB/s
138.2.32.76,15821,true,KIX,亚太,大阪,113 ms,4639 kB/s
141.147.10.210,8881,true,FRA,欧洲,德国法兰克福,144 ms,4627 kB/s
178.128.197.159,443,true,FRA,欧洲,德国法兰克福,152 ms,4617 kB/s
152.70.101.24,16030,true,NRT,亚太,日本东京,122 ms,4598 kB/s
152.70.101.24,16922,true,NRT,亚太,日本东京,100 ms,4575 kB/s
161.33.16.188,443,true,KIX,亚太,大阪,113 ms,4575 kB/s
138.3.254.178,443,true,FRA,欧洲,德国法兰克福,153 ms,4574 kB/s
129.154.212.17,20180,true,ICN,亚太,韩国首尔,131 ms,4519 kB/s
161.33.152.80,8080,true,NRT,亚太,日本东京,101 ms,4490 kB/s
172.237.116.93,2096,true,LHR,欧洲,英国伦敦,142 ms,4478 kB/s
24.144.76.237,443,true,AMS,欧洲,荷兰阿姆斯特丹,153 ms,4477 kB/s
64.225.69.220,443,true,AMS,欧洲,荷兰阿姆斯特丹,146 ms,4473 kB/s
130.162.132.38,443,true,ICN,亚太,韩国首尔,129 ms,4464 kB/s
130.61.187.66,443,true,FRA,欧洲,德国法兰克福,145 ms,4458 kB/s
144.24.74.181,443,true,ICN,亚太,韩国首尔,243 ms,4455 kB/s
131.186.18.212,28887,true,ICN,亚太,韩国首尔,135 ms,4417 kB/s
188.166.0.19,2052,true,AMS,欧洲,荷兰阿姆斯特丹,150 ms,4397 kB/s
128.199.41.142,2053,true,AMS,欧洲,荷兰阿姆斯特丹,156 ms,4380 kB/s
167.71.73.156,2053,true,AMS,欧洲,荷兰阿姆斯特丹,154 ms,4377 kB/s
162.211.228.167,11443,true,AMS,欧洲,荷兰阿姆斯特丹,147 ms,4360 kB/s
138.68.65.129,443,true,FRA,欧洲,德国法兰克福,155 ms,4354 kB/s
152.70.101.24,16667,true,NRT,亚太,日本东京,101 ms,4343 kB/s
207.154.238.75,80,true,FRA,欧洲,德国法兰克福,153 ms,4339 kB/s
89.168.39.19,4433,true,CDG,欧洲,法国巴黎,146 ms,4323 kB/s
146.56.42.21,7777,true,ICN,亚太,韩国首尔,145 ms,4315 kB/s
167.71.108.41,8888,true,EWR,北美洲,美国纽瓦克,66 ms,4257 kB/s
159.223.24.144,443,true,FRA,欧洲,德国法兰克福,153 ms,4250 kB/s
140.238.8.194,15800,true,ICN,亚太,韩国首尔,131 ms,4247 kB/s
45.79.249.45,2086,true,FRA,欧洲,德国法兰克福,150 ms,4225 kB/s
172.239.237.227,443,true,AMS,欧洲,荷兰阿姆斯特丹,156 ms,4207 kB/s
172.233.54.11,8443,true,AMS,欧洲,荷兰阿姆斯特丹,161 ms,4197 kB/s
159.89.215.203,2096,true,FRA,欧洲,德国法兰克福,155 ms,4165 kB/s
104.248.102.20,443,true,FRA,欧洲,德国法兰克福,146 ms,4148 kB/s
152.70.101.24,16062,true,NRT,亚太,日本东京,100 ms,4144 kB/s
162.211.230.85,100,true,CDG,欧洲,法国巴黎,143 ms,4141 kB/s
172.232.157.189,8443,true,ARN,欧洲,瑞典斯德哥尔摩,160 ms,4130 kB/s
142.93.175.1,443,true,FRA,欧洲,德国法兰克福,151 ms,4126 kB/s
159.89.20.160,8443,true,FRA,欧洲,德国法兰克福,151 ms,4109 kB/s
165.227.146.168,443,true,FRA,欧洲,德国法兰克福,148 ms,4106 kB/s
158.180.72.60,443,true,ICN,亚太,韩国首尔,244 ms,4100 kB/s
206.189.99.40,433,true,AMS,欧洲,荷兰阿姆斯特丹,141 ms,4085 kB/s
209.38.115.119,443,true,FRA,欧洲,德国法兰克福,147 ms,4083 kB/s
152.70.101.24,16073,true,NRT,亚太,日本东京,101 ms,4066 kB/s
97.64.120.46,443,true,LAX,北美洲,美国洛杉矶,1 ms,4042 kB/s
104.248.17.101,443,true,FRA,欧洲,德国法兰克福,147 ms,4027 kB/s
146.235.199.164,443,true,SJC,北美洲,美国圣何塞,10 ms,4016 kB/s
139.144.73.57,443,true,FRA,欧洲,德国法兰克福,146 ms,4007 kB/s
144.24.73.232,443,true,ICN,亚太,韩国首尔,133 ms,3996 kB/s
165.227.154.163,443,true,FRA,欧洲,德国法兰克福,145 ms,3983 kB/s
139.162.112.209,443,true,NRT,亚太,日本东京,110 ms,3955 kB/s
174.138.8.21,443,true,AMS,欧洲,荷兰阿姆斯特丹,150 ms,3952 kB/s
64.225.79.126,443,true,AMS,欧洲,荷兰阿姆斯特丹,152 ms,3951 kB/s
138.2.122.191,443,true,ICN,亚太,韩国首尔,133 ms,3947 kB/s
172.236.212.67,443,true,FRA,欧洲,德国法兰克福,149 ms,3904 kB/s
84.8.145.58,443,true,LHR,欧洲,英国伦敦,132 ms,3891 kB/s
192.18.136.86,1234,true,SJC,北美洲,美国圣何塞,11 ms,3887 kB/s
152.42.128.92,443,true,AMS,欧洲,荷兰阿姆斯特丹,143 ms,3879 kB/s
164.90.190.34,2052,true,FRA,欧洲,德国法兰克福,191 ms,3837 kB/s
207.148.121.53,12443,true,SIN,亚太,新加坡,175 ms,3819 kB/s
172.239.224.150,2083,true,AMS,欧洲,荷兰阿姆斯特丹,152 ms,3805 kB/s
157.245.27.205,443,true,FRA,欧洲,德国法兰克福,151 ms,3775 kB/s
129.212.162.140,2053,true,LHR,欧洲,英国伦敦,138 ms,3755 kB/s
168.107.0.159,443,true,ICN,亚太,韩国首尔,243 ms,3746 kB/s
161.35.147.14,443,true,AMS,欧洲,荷兰阿姆斯特丹,152 ms,3743 kB/s
168.107.46.112,443,true,ICN,亚太,韩国首尔,244 ms,3743 kB/s
46.101.97.143,8443,true,FRA,欧洲,德国法兰克福,165 ms,3741 kB/s
168.107.46.1,443,true,ICN,亚太,韩国首尔,244 ms,3733 kB/s
172.232.148.139,2054,true,ARN,欧洲,瑞典斯德哥尔摩,164 ms,3728 kB/s
168.138.51.8,8443,true,KIX,亚太,大阪,104 ms,3715 kB/s
141.147.144.109,443,true,KIX,亚太,大阪,103 ms,3711 kB/s
79.76.34.106,12000,true,ARN,欧洲,瑞典斯德哥尔摩,167 ms,3709 kB/s
161.35.195.194,4431,true,FRA,欧洲,德国法兰克福,165 ms,3689 kB/s
152.70.101.24,16032,true,NRT,亚太,日本东京,100 ms,3659 kB/s
152.70.101.24,16719,true,NRT,亚太,日本东京,100 ms,3646 kB/s
152.70.101.24,16566,true,NRT,亚太,日本东京,104 ms,3609 kB/s
164.90.195.159,80,true,AMS,欧洲,荷兰阿姆斯特丹,140 ms,3572 kB/s
132.145.65.20,9931,true,LHR,欧洲,英国伦敦,130 ms,3539 kB/s
172.233.111.231,8443,true,MAD,欧洲,西班牙马德里,163 ms,3539 kB/s
209.38.45.9,2083,true,AMS,欧洲,荷兰阿姆斯特丹,140 ms,3516 kB/s
164.92.130.8,8080,true,FRA,欧洲,德国法兰克福,162 ms,3516 kB/s
167.71.190.24,2053,true,EWR,北美洲,美国纽瓦克,69 ms,3514 kB/s
199.247.16.219,2026,true,FRA,欧洲,德国法兰克福,150 ms,3496 kB/s
144.24.91.182,8893,true,ICN,亚太,韩国首尔,244 ms,3496 kB/s
134.209.71.141,2097,true,EWR,北美洲,美国纽瓦克,66 ms,3472 kB/s
46.101.103.253,443,true,FRA,欧洲,德国法兰克福,147 ms,3467 kB/s
152.70.101.24,16075,true,NRT,亚太,日本东京,100 ms,3455 kB/s
167.71.66.234,443,true,AMS,欧洲,荷兰阿姆斯特丹,139 ms,3443 kB/s
152.70.101.24,16066,true,NRT,亚太,日本东京,100 ms,3439 kB/s
158.179.173.208,443,true,ICN,亚太,韩国首尔,242 ms,3438 kB/s
140.245.38.40,2096,true,SIN,亚太,新加坡,174 ms,3433 kB/s
152.70.101.24,17000,true,NRT,亚太,日本东京,102 ms,3380 kB/s
146.56.105.182,443,true,SIN,亚太,新加坡,293 ms,3362 kB/s
152.70.101.24,16082,true,NRT,亚太,日本东京,100 ms,3339 kB/s
152.70.101.24,16079,true,NRT,亚太,日本东京,109 ms,3311 kB/s
209.38.248.107,443,true,FRA,欧洲,德国法兰克福,153 ms,3308 kB/s
152.70.101.24,16071,true,NRT,亚太,日本东京,100 ms,3305 kB/s
129.212.161.26,8443,true,LHR,欧洲,英国伦敦,139 ms,3220 kB/s
152.70.101.24,16825,true,NRT,亚太,日本东京,100 ms,3207 kB/s
45.79.121.183,8080,true,DEL,亚太,New Delhi,240 ms,3193 kB/s
152.70.101.24,16686,true,NRT,亚太,日本东京,101 ms,3129 kB/s
152.70.101.24,16555,true,NRT,亚太,日本东京,100 ms,3098 kB/s
152.70.101.24,16063,true,NRT,亚太,日本东京,101 ms,3095 kB/s
84.235.245.18,34501,true,DXB,中东,Dubai,252 ms,3081 kB/s
152.70.101.24,16013,true,NRT,亚太,日本东京,101 ms,3080 kB/s
152.70.101.24,16095,true,NRT,亚太,日本东京,134 ms,3051 kB/s
152.70.101.24,16993,true,NRT,亚太,日本东京,103 ms,3009 kB/s
152.70.16.54,222,true,FRA,欧洲,德国法兰克福,149 ms,3000 kB/s
40.233.71.238,443,true,YYZ,北美洲,加拿大多伦多,63 ms,2997 kB/s
152.70.101.24,16058,true,NRT,亚太,日本东京,100 ms,2987 kB/s
152.70.101.24,16070,true,NRT,亚太,日本东京,101 ms,2981 kB/s
152.70.101.24,16466,true,NRT,亚太,日本东京,101 ms,2970 kB/s
152.70.101.24,16511,true,NRT,亚太,日本东京,100 ms,2934 kB/s
152.70.101.24,16011,true,NRT,亚太,日本东京,100 ms,2885 kB/s
134.209.71.141,2101,true,EWR,北美洲,美国纽瓦克,69 ms,2884 kB/s
152.70.101.24,16083,true,NRT,亚太,日本东京,100 ms,2864 kB/s
152.70.101.24,16010,true,NRT,亚太,日本东京,101 ms,2858 kB/s
152.70.101.24,16074,true,NRT,亚太,日本东京,100 ms,2847 kB/s
134.199.134.2,8443,true,ATL,北美洲,亚特兰大,51 ms,2834 kB/s
152.70.101.24,16663,true,NRT,亚太,日本东京,101 ms,2833 kB/s
158.180.72.10,443,true,SIN,亚太,新加坡,304 ms,2829 kB/s
152.70.101.24,16028,true,NRT,亚太,日本东京,100 ms,2820 kB/s
65.20.83.36,443,true,DEL,亚太,New Delhi,313 ms,2804 kB/s
152.70.101.24,16019,true,NRT,亚太,日本东京,100 ms,2768 kB/s
172.232.204.184,8443,true,MXP,欧洲,意大利米兰,160 ms,2767 kB/s
152.70.101.24,16023,true,NRT,亚太,日本东京,101 ms,2740 kB/s
45.32.100.46,13802,true,SIN,亚太,新加坡,189 ms,2726 kB/s
172.237.119.6,8443,true,LHR,欧洲,英国伦敦,142 ms,2694 kB/s
158.247.249.252,443,true,ICN,亚太,韩国首尔,139 ms,2690 kB/s
139.84.163.149,443,true,DEL,亚太,New Delhi,348 ms,2683 kB/s
152.70.101.24,16035,true,NRT,亚太,日本东京,100 ms,2666 kB/s
152.70.101.24,16676,true,NRT,亚太,日本东京,101 ms,2656 kB/s
172.234.178.178,8443,true,CDG,欧洲,法国巴黎,145 ms,2651 kB/s
152.70.101.24,16665,true,NRT,亚太,日本东京,103 ms,2650 kB/s
152.70.101.24,16047,true,NRT,亚太,日本东京,100 ms,2601 kB/s
167.172.182.52,443,true,FRA,欧洲,德国法兰克福,163 ms,2594 kB/s
95.179.228.112,443,true,LHR,欧洲,英国伦敦,133 ms,2592 kB/s
130.162.176.173,10003,true,LHR,欧洲,英国伦敦,136 ms,2591 kB/s
152.70.101.24,16097,true,NRT,亚太,日本东京,101 ms,2578 kB/s
172.232.149.77,443,true,ARN,欧洲,瑞典斯德哥尔摩,163 ms,2576 kB/s
150.230.59.15,8443,true,KIX,亚太,大阪,103 ms,2549 kB/s
152.70.101.24,16057,true,NRT,亚太,日本东京,102 ms,2546 kB/s
152.70.101.24,16026,true,NRT,亚太,日本东京,101 ms,2521 kB/s
140.245.66.220,7443,true,ICN,亚太,韩国首尔,132 ms,2502 kB/s
134.209.71.141,2098,true,EWR,北美洲,美国纽瓦克,70 ms,2501 kB/s
163.192.39.88,1443,true,SJC,北美洲,美国圣何塞,13 ms,2500 kB/s
152.70.101.24,16611,true,NRT,亚太,日本东京,100 ms,2495 kB/s
159.65.162.90,4431,true,EWR,北美洲,美国纽瓦克,69 ms,2494 kB/s
152.70.101.24,16664,true,NRT,亚太,日本东京,100 ms,2489 kB/s
178.79.188.248,993,true,LHR,欧洲,英国伦敦,143 ms,2466 kB/s
152.70.101.24,16046,true,NRT,亚太,日本东京,103 ms,2452 kB/s
152.70.101.24,16061,true,NRT,亚太,日本东京,100 ms,2437 kB/s
152.70.101.24,16055,true,NRT,亚太,日本东京,100 ms,2430 kB/s
132.145.217.215,11001,true,IAD,北美洲,美国阿什伯恩,58 ms,2414 kB/s
172.105.62.71,2443,true,BOM,亚太,印度孟买,243 ms,2405 kB/s
152.70.101.24,16009,true,NRT,亚太,日本东京,100 ms,2390 kB/s
152.70.101.24,16669,true,NRT,亚太,日本东京,100 ms,2380 kB/s
143.198.31.221,443,true,EWR,北美洲,美国纽瓦克,65 ms,2340 kB/s
152.70.101.24,16444,true,NRT,亚太,日本东京,100 ms,2328 kB/s
152.70.101.24,16029,true,NRT,亚太,日本东京,100 ms,2287 kB/s
152.70.101.24,16711,true,NRT,亚太,日本东京,161 ms,2241 kB/s
152.70.101.24,16005,true,NRT,亚太,日本东京,100 ms,2238 kB/s
152.70.101.24,16041,true,NRT,亚太,日本东京,100 ms,2225 kB/s
209.38.45.9,8080,true,AMS,欧洲,荷兰阿姆斯特丹,154 ms,2209 kB/s
152.70.101.24,16045,true,NRT,亚太,日本东京,100 ms,2202 kB/s
152.70.101.24,16054,true,NRT,亚太,日本东京,101 ms,2160 kB/s
152.70.101.24,16403,true,NRT,亚太,日本东京,101 ms,2139 kB/s
152.70.101.24,16626,true,NRT,亚太,日本东京,101 ms,2109 kB/s
152.70.101.24,16049,true,NRT,亚太,日本东京,101 ms,2105 kB/s
152.70.101.24,16666,true,NRT,亚太,日本东京,100 ms,2093 kB/s
209.38.32.74,8443,true,AMS,欧洲,荷兰阿姆斯特丹,152 ms,2076 kB/s
152.70.101.24,16065,true,NRT,亚太,日本东京,101 ms,2061 kB/s
152.70.101.24,16033,true,NRT,亚太,日本东京,101 ms,1999 kB/s
152.70.101.24,16040,true,NRT,亚太,日本东京,100 ms,1993 kB/s
141.147.114.60,443,true,LHR,欧洲,英国伦敦,135 ms,1984 kB/s
152.70.101.24,16606,true,NRT,亚太,日本东京,101 ms,1977 kB/s
152.70.101.24,16668,true,NRT,亚太,日本东京,100 ms,1973 kB/s
134.199.242.166,1001,true,EWR,北美洲,美国纽瓦克,70 ms,1950 kB/s
64.226.102.64,443,true,FRA,欧洲,德国法兰克福,148 ms,1926 kB/s
152.70.101.24,16017,true,NRT,亚太,日本东京,100 ms,1896 kB/s
152.70.101.24,16084,true,NRT,亚太,日本东京,100 ms,1889 kB/s
65.49.232.134,1443,true,YVR,北美洲,Vancouver,28 ms,1881 kB/s
152.70.101.24,16077,true,NRT,亚太,日本东京,100 ms,1881 kB/s
95.179.189.238,2054,true,AMS,欧洲,荷兰阿姆斯特丹,150 ms,1879 kB/s
152.70.101.24,16656,true,NRT,亚太,日本东京,100 ms,1841 kB/s
168.107.13.136,8443,true,ICN,亚太,韩国首尔,244 ms,1839 kB/s
164.90.205.37,443,true,AMS,欧洲,荷兰阿姆斯特丹,143 ms,1804 kB/s
152.70.101.24,16002,true,NRT,亚太,日本东京,100 ms,1780 kB/s
152.70.101.24,16662,true,NRT,亚太,日本东京,101 ms,1732 kB/s
155.248.174.64,443,true,NRT,亚太,日本东京,103 ms,1722 kB/s
134.209.71.141,2102,true,EWR,北美洲,美国纽瓦克,66 ms,1711 kB/s
152.70.101.24,16038,true,NRT,亚太,日本东京,100 ms,1693 kB/s
152.70.101.24,16059,true,NRT,亚太,日本东京,101 ms,1659 kB/s
45.32.153.106,8443,true,FRA,欧洲,德国法兰克福,144 ms,1617 kB/s
165.232.124.35,443,true,FRA,欧洲,德国法兰克福,151 ms,1612 kB/s
165.232.124.35,8443,true,FRA,欧洲,德国法兰克福,149 ms,1608 kB/s
161.35.29.176,8443,true,FRA,欧洲,德国法兰克福,149 ms,1607 kB/s
142.93.161.230,443,true,FRA,欧洲,德国法兰克福,149 ms,1606 kB/s
167.71.45.93,8443,true,FRA,欧洲,德国法兰克福,149 ms,1583 kB/s
152.70.101.24,16018,true,NRT,亚太,日本东京,104 ms,1575 kB/s
152.70.101.24,16080,true,NRT,亚太,日本东京,137 ms,1544 kB/s
152.70.101.24,16044,true,NRT,亚太,日本东京,106 ms,1488 kB/s
152.70.101.24,16007,true,NRT,亚太,日本东京,101 ms,1456 kB/s
152.70.111.197,33536,true,NRT,亚太,日本东京,100 ms,1436 kB/s
152.70.101.24,16003,true,NRT,亚太,日本东京,101 ms,1434 kB/s
152.70.101.24,16031,true,NRT,亚太,日本东京,100 ms,1405 kB/s
140.245.57.217,443,true,SIN,亚太,新加坡,169 ms,1379 kB/s
152.70.101.24,16043,true,NRT,亚太,日本东京,100 ms,1368 kB/s
152.70.101.24,16067,true,NRT,亚太,日本东京,100 ms,1363 kB/s
159.65.185.43,1008,true,EWR,北美洲,美国纽瓦克,65 ms,1351 kB/s
152.70.101.24,16072,true,NRT,亚太,日本东京,100 ms,1337 kB/s
152.70.101.24,16015,true,NRT,亚太,日本东京,101 ms,1332 kB/s
152.70.101.24,16012,true,NRT,亚太,日本东京,100 ms,1320 kB/s
178.128.193.2,443,true,FRA,欧洲,德国法兰克福,148 ms,1295 kB/s
134.209.71.141,2099,true,EWR,北美洲,美国纽瓦克,69 ms,1274 kB/s
134.199.242.166,1002,true,EWR,北美洲,美国纽瓦克,69 ms,1244 kB/s
144.126.244.126,9443,true,FRA,欧洲,德国法兰克福,151 ms,1201 kB/s
132.145.29.208,443,true,LHR,欧洲,英国伦敦,137 ms,1180 kB/s
141.147.170.245,34237,true,NRT,亚太,日本东京,100 ms,1159 kB/s
137.184.195.95,443,true,EWR,北美洲,美国纽瓦克,68 ms,1150 kB/s
152.70.101.24,16636,true,NRT,亚太,日本东京,101 ms,1038 kB/s
149.28.56.202,443,true,EWR,北美洲,美国纽瓦克,66 ms,1008 kB/s
172.234.118.210,443,true,ARN,欧洲,瑞典斯德哥尔摩,159 ms,985 kB/s
152.70.101.24,16076,true,NRT,亚太,日本东京,106 ms,983 kB/s
164.92.210.231,443,true,AMS,欧洲,荷兰阿姆斯特丹,149 ms,957 kB/s
152.70.101.24,16661,true,NRT,亚太,日本东京,100 ms,946 kB/s
138.197.9.141,6000,true,EWR,北美洲,美国纽瓦克,66 ms,936 kB/s
152.70.101.24,16616,true,NRT,亚太,日本东京,100 ms,904 kB/s
152.70.101.24,16051,true,NRT,亚太,日本东京,100 ms,887 kB/s
134.209.71.141,2096,true,EWR,北美洲,美国纽瓦克,66 ms,839 kB/s
152.70.101.24,16042,true,NRT,亚太,日本东京,101 ms,822 kB/s
152.70.101.24,16006,true,NRT,亚太,日本东京,100 ms,776 kB/s
152.67.223.108,8105,true,ICN,亚太,韩国首尔,134 ms,772 kB/s
152.70.101.24,16000,true,NRT,亚太,日本东京,100 ms,752 kB/s
141.147.169.152,443,true,NRT,亚太,日本东京,112 ms,724 kB/s
207.148.125.245,8445,true,SIN,亚太,新加坡,188 ms,714 kB/s
152.70.101.24,16048,true,NRT,亚太,日本东京,100 ms,707 kB/s
131.186.62.78,34237,true,NRT,亚太,日本东京,101 ms,691 kB/s
152.70.101.24,16021,true,NRT,亚太,日本东京,100 ms,669 kB/s
152.70.101.24,16113,true,NRT,亚太,日本东京,100 ms,628 kB/s
152.70.101.24,16034,true,NRT,亚太,日本东京,100 ms,627 kB/s
152.70.101.24,16102,true,NRT,亚太,日本东京,101 ms,620 kB/s
152.70.101.24,16411,true,NRT,亚太,日本东京,100 ms,601 kB/s
152.70.101.24,16053,true,NRT,亚太,日本东京,101 ms,589 kB/s
172.233.48.198,8443,true,AMS,欧洲,荷兰阿姆斯特丹,150 ms,589 kB/s
152.70.101.24,16008,true,NRT,亚太,日本东京,100 ms,586 kB/s
140.245.107.0,8443,true,SIN,亚太,新加坡,177 ms,583 kB/s
152.70.101.24,16085,true,NRT,亚太,日本东京,101 ms,567 kB/s
152.70.101.24,16101,true,NRT,亚太,日本东京,100 ms,565 kB/s
172.237.11.207,8443,true,NRT,亚太,日本东京,107 ms,544 kB/s
172.232.140.240,8443,true,ARN,欧洲,瑞典斯德哥尔摩,161 ms,538 kB/s
152.70.101.24,16004,true,NRT,亚太,日本东京,101 ms,508 kB/s
65.20.100.179,8880,true,MAD,欧洲,西班牙马德里,158 ms,499 kB/s
216.24.178.29,443,true,LAX,北美洲,美国洛杉矶,0 ms,488 kB/s
40.233.87.120,443,true,YYZ,北美洲,加拿大多伦多,69 ms,450 kB/s
45.76.198.248,443,true,NRT,亚太,日本东京,107 ms,425 kB/s
149.28.21.106,443,true,NRT,亚太,日本东京,107 ms,422 kB/s
188.166.43.103,443,true,AMS,欧洲,荷兰阿姆斯特丹,138 ms,401 kB/s
152.70.101.24,16014,true,NRT,亚太,日本东京,101 ms,381 kB/s
209.38.218.47,443,true,FRA,欧洲,德国法兰克福,148 ms,379 kB/s
139.162.4.242,8443,true,SIN,亚太,新加坡,177 ms,370 kB/s
152.42.148.107,11619,true,AMS,欧洲,荷兰阿姆斯特丹,154 ms,338 kB/s
172.234.99.142,443,true,ARN,欧洲,瑞典斯德哥尔摩,159 ms,338 kB/s
152.70.101.24,16069,true,NRT,亚太,日本东京,100 ms,331 kB/s
68.183.149.43,1001,true,EWR,北美洲,美国纽瓦克,65 ms,324 kB/s
140.245.59.102,8443,true,SIN,亚太,新加坡,185 ms,317 kB/s
152.70.101.24,16022,true,NRT,亚太,日本东京,100 ms,314 kB/s
152.70.101.24,16037,true,NRT,亚太,日本东京,100 ms,307 kB/s
172.236.203.48,1001,true,FRA,欧洲,德国法兰克福,152 ms,304 kB/s
152.70.101.24,16064,true,NRT,亚太,日本东京,101 ms,304 kB/s
152.70.101.24,16696,true,NRT,亚太,日本东京,100 ms,301 kB/s
152.70.101.24,16016,true,NRT,亚太,日本东京,101 ms,297 kB/s
152.70.101.24,16036,true,NRT,亚太,日本东京,100 ms,283 kB/s
152.70.101.24,16027,true,NRT,亚太,日本东京,102 ms,280 kB/s
139.144.77.235,443,true,FRA,欧洲,德国法兰克福,151 ms,277 kB/s
172.236.30.225,443,true,LHR,欧洲,英国伦敦,136 ms,254 kB/s
152.70.101.24,16025,true,NRT,亚太,日本东京,101 ms,239 kB/s
152.70.101.24,16050,true,NRT,亚太,日本东京,101 ms,238 kB/s
152.70.101.24,16660,true,NRT,亚太,日本东京,102 ms,237 kB/s
152.70.101.24,16020,true,NRT,亚太,日本东京,100 ms,237 kB/s
152.70.101.24,16068,true,NRT,亚太,日本东京,100 ms,227 kB/s
129.159.84.71,443,true,ORD,北美洲,芝加哥,58 ms,222 kB/s
172.235.211.171,443,true,KIX,亚太,大阪,122 ms,211 kB/s
152.70.101.24,16078,true,NRT,亚太,日本东京,100 ms,209 kB/s
104.194.84.22,443,true,LAX,北美洲,美国洛杉矶,0 ms,207 kB/s
152.70.101.24,16060,true,NRT,亚太,日本东京,100 ms,207 kB/s
66.42.51.60,8443,true,SIN,亚太,新加坡,204 ms,200 kB/s
95.179.250.68,443,true,FRA,欧洲,德国法兰克福,152 ms,187 kB/s
172.236.204.169,443,true,FRA,欧洲,德国法兰克福,150 ms,158 kB/s
152.70.101.24,16039,true,NRT,亚太,日本东京,107 ms,98 kB/s
172.238.101.204,443,true,FRA,欧洲,德国法兰克福,153 ms,98 kB/s
64.225.68.226,3443,true,AMS,欧洲,荷兰阿姆斯特丹,142 ms,98 kB/s
68.183.10.184,8443,true,AMS,欧洲,荷兰阿姆斯特丹,142 ms,86 kB/s
172.238.229.90,443,true,MXP,欧洲,意大利米兰,160 ms,80 kB/s
152.67.235.3,88,true,SJC,北美洲,美国圣何塞,12 ms,58 kB/s
152.70.101.24,16184,true,NRT,亚太,日本东京,100 ms,57 kB/s
140.245.62.90,2096,true,SIN,亚太,新加坡,185 ms,43 kB/s
152.70.101.24,16024,true,NRT,亚太,日本东京,100 ms,33 kB/s
152.70.101.24,16923,true,NRT,亚太,日本东京,100 ms,8 kB/s
74.211.106.154,58000,true,LAX,北美洲,美国洛杉矶,1 ms,5 kB/s
152.70.101.24,16888,true,NRT,亚太,日本东京,162 ms,3 kB/s
157.230.157.81,443,true,SJC,北美洲,美国圣何塞,16 ms,3 kB/s
95.181.188.131,443,true,LAX,北美洲,美国洛杉矶,1 ms,3 kB/s
164.92.148.134,443,true,AMS,欧洲,荷兰阿姆斯特丹,152 ms,1 kB/s
64.226.113.116,7217,true,FRA,欧洲,德国法兰克福,147 ms,0 kB/s
164.90.208.64,433,true,FRA,欧洲,德国法兰克福,144 ms,0 kB/s
165.232.71.24,443,true,FRA,欧洲,德国法兰克福,143 ms,0 kB/s
95.179.253.7,8443,true,FRA,欧洲,德国法兰克福,151 ms,0 kB/s
167.71.63.50,443,true,FRA,欧洲,德国法兰克福,149 ms,0 kB/s
167.99.136.212,443,true,FRA,欧洲,德国法兰克福,146 ms,0 kB/s
131.186.20.230,4432,true,ICN,亚太,韩国首尔,130 ms,0 kB/s
157.245.23.9,443,true,FRA,欧洲,德国法兰克福,155 ms,0 kB/s
158.180.47.180,443,true,FRA,欧洲,德国法兰克福,153 ms,0 kB/s
92.5.228.167,443,true,AMS,欧洲,荷兰阿姆斯特丹,143 ms,0 kB/s
172.105.78.175,443,true,FRA,欧洲,德国法兰克福,155 ms,0 kB/s
152.70.101.24,16056,true,NRT,亚太,日本东京,100 ms,0 kB/s
138.2.38.172,4440,true,KIX,亚太,大阪,103 ms,0 kB/s
193.122.109.19,443,true,ICN,亚太,韩国首尔,131 ms,0 kB/s
146.56.188.143,443,true,ICN,亚太,韩国首尔,130 ms,0 kB/s
131.186.30.213,443,true,ICN,亚太,韩国首尔,136 ms,0 kB/s
165.232.136.226,443,true,SJC,北美洲,美国圣何塞,15 ms,0 kB/s
152.70.101.24,16052,true,NRT,亚太,日本东京,100 ms,0 kB/s
144.34.164.252,443,true,LAX,北美洲,美国洛杉矶,0 ms,0 kB/s
158.179.179.216,443,true,NRT,亚太,日本东京,100 ms,0 kB/s
172.232.112.240,587,true,SIN,亚太,新加坡,222 ms,0 kB/s
178.157.50.179,443,true,LAX,北美洲,美国洛杉矶,6 ms,0 kB/s
138.2.61.180,443,true,KIX,亚太,大阪,103 ms,0 kB/s
74.120.174.34,443,true,LAX,北美洲,美国洛杉矶,1 ms,0 kB/s
104.129.181.152,443,true,YVR,北美洲,Vancouver,28 ms,0 kB/s
45.62.109.144,443,true,SJC,北美洲,美国圣何塞,16 ms,0 kB/s
152.70.101.24,16443,true,NRT,亚太,日本东京,102 ms,0 kB/s
104.248.130.109,8443,true,FRA,欧洲,德国法兰克福,149 ms,0 kB/s
45.77.55.86,8443,true,FRA,欧洲,德国法兰克福,151 ms,0 kB/s
104.248.84.128,443,true,AMS,欧洲,荷兰阿姆斯特丹,150 ms,0 kB/s
74.211.110.30,443,true,LAX,北美洲,美国洛杉矶,1 ms,0 kB/s
