IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
72.14.179.172,443,true,DFW,北美洲,Dallas,33 ms,16068 kB/s
141.147.178.249,37043,true,NRT,亚太,日本东京,101 ms,15881 kB/s
172.238.21.194,443,true,NRT,亚太,日本东京,118 ms,15836 kB/s
65.20.102.207,9443,true,MAD,欧洲,西班牙马德里,151 ms,15659 kB/s
80.240.19.46,442,true,FRA,欧洲,德国法兰克福,153 ms,15465 kB/s
64.176.55.11,29999,true,KIX,亚太,大阪,103 ms,15397 kB/s
23.106.135.103,27015,true,KIX,亚太,大阪,117 ms,15383 kB/s
45.76.89.202,443,true,FRA,欧洲,德国法兰克福,154 ms,15359 kB/s
137.184.228.85,443,true,SJC,北美洲,美国圣何塞,14 ms,15300 kB/s
95.179.161.237,442,true,FRA,欧洲,德国法兰克福,153 ms,15270 kB/s
158.101.152.6,2919,true,NRT,亚太,日本东京,100 ms,15237 kB/s
64.176.60.52,8443,true,KIX,亚太,大阪,104 ms,15114 kB/s
140.238.5.75,13644,true,ICN,亚太,韩国首尔,140 ms,15109 kB/s
45.63.30.102,443,true,SYD,大洋洲,澳大利亚悉尼,154 ms,14903 kB/s
72.14.179.172,2060,true,DFW,北美洲,Dallas,33 ms,14672 kB/s
172.232.195.7,8080,true,MXP,欧洲,意大利米兰,151 ms,14669 kB/s
131.186.26.191,20054,true,ICN,亚太,韩国首尔,136 ms,14563 kB/s
202.182.116.249,8443,true,NRT,亚太,日本东京,107 ms,14425 kB/s
172.234.249.121,443,true,SEA,北美洲,Seattle,30 ms,14341 kB/s
206.189.250.230,443,true,FRA,欧洲,德国法兰克福,145 ms,14332 kB/s
206.189.250.230,2087,true,FRA,欧洲,德国法兰克福,152 ms,14266 kB/s
95.179.142.54,443,true,AMS,欧洲,荷兰阿姆斯特丹,149 ms,14230 kB/s
144.24.67.138,25282,true,ICN,亚太,韩国首尔,243 ms,14193 kB/s
167.179.110.68,8443,true,NRT,亚太,日本东京,107 ms,13816 kB/s
136.244.105.89,82,true,AMS,欧洲,荷兰阿姆斯特丹,149 ms,13714 kB/s
45.32.55.253,443,true,NRT,亚太,日本东京,116 ms,13568 kB/s
193.122.109.52,3306,true,ICN,亚太,韩国首尔,129 ms,13120 kB/s
140.238.6.226,44444,true,ICN,亚太,韩国首尔,136 ms,13056 kB/s
140.83.54.126,34237,true,KIX,亚太,大阪,109 ms,12982 kB/s
131.186.57.147,443,true,NRT,亚太,日本东京,101 ms,12962 kB/s
158.247.250.157,81,true,ICN,亚太,韩国首尔,140 ms,12958 kB/s
157.230.28.94,8443,true,FRA,欧洲,德国法兰克福,161 ms,12954 kB/s
131.186.58.26,443,true,NRT,亚太,日本东京,100 ms,12830 kB/s
131.186.26.191,20000,true,ICN,亚太,韩国首尔,130 ms,12708 kB/s
172.233.57.56,2083,true,AMS,欧洲,荷兰阿姆斯特丹,146 ms,12602 kB/s
188.166.118.252,443,true,AMS,欧洲,荷兰阿姆斯特丹,159 ms,12594 kB/s
172.236.212.216,2054,true,FRA,欧洲,德国法兰克福,153 ms,12546 kB/s
24.144.122.161,9443,true,EWR,北美洲,美国纽瓦克,66 ms,12500 kB/s
157.230.103.183,443,true,FRA,欧洲,德国法兰克福,154 ms,12351 kB/s
138.2.15.77,443,true,NRT,亚太,日本东京,101 ms,12322 kB/s
138.2.45.232,443,true,KIX,亚太,大阪,106 ms,12231 kB/s
178.128.248.52,443,true,AMS,欧洲,荷兰阿姆斯特丹,145 ms,12171 kB/s
129.154.48.176,36355,true,ICN,亚太,韩国首尔,131 ms,12105 kB/s
129.153.31.157,50008,true,IAD,北美洲,美国阿什伯恩,62 ms,12102 kB/s
132.145.88.82,38066,true,ICN,亚太,韩国首尔,130 ms,12091 kB/s
159.65.39.127,4443,true,EWR,北美洲,美国纽瓦克,69 ms,12066 kB/s
46.101.110.83,443,true,FRA,欧洲,德国法兰克福,151 ms,12041 kB/s
131.186.26.191,20064,true,ICN,亚太,韩国首尔,142 ms,12022 kB/s
64.110.70.205,23022,true,ICN,亚太,韩国首尔,138 ms,12016 kB/s
64.110.77.195,443,true,ICN,亚太,韩国首尔,130 ms,11998 kB/s
131.186.26.191,20041,true,ICN,亚太,韩国首尔,132 ms,11987 kB/s
131.186.26.191,20093,true,ICN,亚太,韩国首尔,139 ms,11947 kB/s
131.186.26.191,20031,true,ICN,亚太,韩国首尔,136 ms,11864 kB/s
198.13.54.143,5001,true,NRT,亚太,日本东京,107 ms,11862 kB/s
131.186.24.124,587,true,ICN,亚太,韩国首尔,138 ms,11752 kB/s
74.121.149.15,443,true,EWR,北美洲,美国纽瓦克,66 ms,11712 kB/s
132.145.91.181,8443,true,ICN,亚太,韩国首尔,140 ms,11667 kB/s
206.190.239.107,8080,true,KIX,亚太,大阪,118 ms,11596 kB/s
141.147.173.142,443,true,NRT,亚太,日本东京,102 ms,11514 kB/s
131.186.26.191,20052,true,ICN,亚太,韩国首尔,138 ms,11469 kB/s
131.186.26.191,20086,true,ICN,亚太,韩国首尔,130 ms,11448 kB/s
40.233.99.248,443,true,YYZ,北美洲,加拿大多伦多,65 ms,11430 kB/s
157.230.122.217,34697,true,FRA,欧洲,德国法兰克福,146 ms,11429 kB/s
188.166.4.120,98,true,AMS,欧洲,荷兰阿姆斯特丹,143 ms,11377 kB/s
159.89.240.210,8890,true,EWR,北美洲,美国纽瓦克,65 ms,11373 kB/s
131.186.26.191,20094,true,ICN,亚太,韩国首尔,142 ms,11299 kB/s
45.78.55.214,443,true,KIX,亚太,大阪,126 ms,11219 kB/s
136.244.76.3,8081,true,LHR,欧洲,英国伦敦,136 ms,11203 kB/s
131.186.26.191,20056,true,ICN,亚太,韩国首尔,135 ms,11161 kB/s
152.69.197.207,443,true,KIX,亚太,大阪,105 ms,11126 kB/s
132.226.232.191,56789,true,ICN,亚太,韩国首尔,138 ms,11087 kB/s
146.56.42.33,10086,true,ICN,亚太,韩国首尔,130 ms,11077 kB/s
132.145.81.119,9002,true,ICN,亚太,韩国首尔,130 ms,11074 kB/s
146.56.107.191,27015,true,ICN,亚太,韩国首尔,133 ms,11065 kB/s
193.123.236.90,2094,true,ICN,亚太,韩国首尔,133 ms,11053 kB/s
138.2.49.197,587,true,KIX,亚太,大阪,133 ms,11052 kB/s
131.186.26.191,20061,true,ICN,亚太,韩国首尔,129 ms,11023 kB/s
167.99.122.29,9999,true,EWR,北美洲,美国纽瓦克,65 ms,11021 kB/s
45.77.65.177,442,true,FRA,欧洲,德国法兰克福,144 ms,11012 kB/s
70.34.252.113,9443,true,WAW,欧洲,波兰华沙,166 ms,10995 kB/s
134.98.129.38,443,true,FRA,欧洲,德国法兰克福,155 ms,10985 kB/s
167.179.78.128,9050,true,NRT,亚太,日本东京,107 ms,10960 kB/s
131.186.26.191,20044,true,ICN,亚太,韩国首尔,141 ms,10857 kB/s
158.247.195.13,2053,true,ICN,亚太,韩国首尔,146 ms,10844 kB/s
152.70.244.36,443,true,ICN,亚太,韩国首尔,130 ms,10820 kB/s
131.186.26.191,20032,true,ICN,亚太,韩国首尔,139 ms,10802 kB/s
164.92.189.63,433,true,FRA,欧洲,德国法兰克福,156 ms,10786 kB/s
192.243.127.224,443,true,KIX,亚太,大阪,115 ms,10762 kB/s
131.186.26.191,20080,true,ICN,亚太,韩国首尔,131 ms,10748 kB/s
142.93.72.112,8443,true,EWR,北美洲,美国纽瓦克,69 ms,10710 kB/s
64.176.181.151,82,true,MAN,欧洲,英国曼彻斯特,140 ms,10709 kB/s
131.186.26.191,20079,true,ICN,亚太,韩国首尔,137 ms,10706 kB/s
167.172.105.45,443,true,FRA,欧洲,德国法兰克福,148 ms,10669 kB/s
64.176.42.125,10008,true,KIX,亚太,大阪,103 ms,10587 kB/s
45.32.49.72,6443,true,NRT,亚太,日本东京,108 ms,10519 kB/s
136.244.105.89,83,true,AMS,欧洲,荷兰阿姆斯特丹,149 ms,10501 kB/s
132.145.217.215,11082,true,IAD,北美洲,美国阿什伯恩,56 ms,10500 kB/s
209.38.33.95,443,true,AMS,欧洲,荷兰阿姆斯特丹,149 ms,10464 kB/s
134.122.60.51,2083,true,AMS,欧洲,荷兰阿姆斯特丹,148 ms,10461 kB/s
